  Time   Sample #  Type  Sub Chan  Num	Aux
    9:18.414   201029     N    0    0    0
    9:19.142   201291     N    0    0    0
    9:19.847   201545     N    0    0    0
    9:20.528   201790     N    0    0    0
    9:21.222   202040     N    0    0    0
    9:21.931   202295     N    0    0    0
    9:22.669   202561     N    0    0    0
    9:23.414   202829     N    0    0    0
    9:24.156   203096     N    0    0    0
    9:24.872   203354     N    0    0    0
    9:25.581   203609     N    0    0    0
    9:26.272   203858     N    0    0    0
    9:26.972   204110     N    0    0    0
    9:27.686   204367     N    0    0    0
    9:28.414   204629     N    0    0    0
    9:29.136   204889     N    0    0    0
    9:29.883   205158     N    0    0    0
    9:30.642   205431     N    0    0    0
    9:31.364   205691     N    0    0    0
    9:32.042   205935     N    0    0    0
    9:32.731   206183     N    0    0    0
    9:33.433   206436     N    0    0    0
    9:34.158   206697     N    0    0    0
    9:34.908   206967     N    0    0    0
    9:35.658   207237     N    0    0    0
    9:36.392   207501     N    0    0    0
    9:37.125   207765     N    0    0    0
    9:37.861   208030     N    0    0    0
    9:38.558   208281     N    0    0    0
    9:39.250   208530     N    0    0    0
    9:39.967   208788     N    0    0    0
    9:40.717   209058     N    0    0    0
    9:41.467   209328     N    0    0    0
    9:42.228   209602     N    0    0    0
    9:42.967   209868     N    0    0    0
    9:43.681   210125     N    0    0    0
    9:44.369   210373     N    0    0    0
    9:45.094   210634     N    0    0    0
    9:45.811   210892     N    0    0    0
    9:46.547   211157     N    0    0    0
    9:47.289   211424     N    0    0    0
    9:48.031   211691     N    0    0    0
    9:48.756   211952     N    0    0    0
    9:49.481   212213     N    0    0    0
    9:50.203   212473     N    0    0    0
    9:50.889   212720     N    0    0    0
    9:51.586   212971     N    0    0    0
    9:52.322   213236     N    0    0    0
    9:53.092   213513     N    0    0    0
    9:53.844   213784     N    0    0    0
    9:54.578   214048     N    0    0    0
    9:55.303   214309     N    0    0    0
    9:56.011   214564     N    0    0    0
    9:56.725   214821     N    0    0    0
    9:57.447   215081     N    0    0    0
    9:58.161   215338     N    0    0    0
    9:58.903   215605     N    0    0    0
    9:59.656   215876     N    0    0    0
   10:00.428   216154     N    0    0    0
   10:01.158   216417     N    0    0    0
   10:01.867   216672     N    0    0    0
   10:02.561   216922     N    0    0    0
   10:03.275   217179     N    0    0    0
   10:03.989   217436     N    0    0    0
   10:04.733   217704     N    0    0    0
   10:05.494   217978     N    0    0    0
   10:06.242   218247     N    0    0    0
   10:06.964   218507     N    0    0    0
   10:07.683   218766     N    0    0    0
   10:08.397   219023     N    0    0    0
   10:09.103   219277     N    0    0    0
   10:09.803   219529     N    0    0    0
   10:10.533   219792     N    0    0    0
   10:11.281   220061     N    0    0    0
   10:12.039   220334     N    0    0    0
   10:12.797   220607     N    0    0    0
   10:13.519   220867     N    0    0    0
   10:14.208   221115     N    0    0    0
   10:14.919   221371     N    0    0    0
   10:15.650   221634     N    0    0    0
   10:16.381   221897     N    0    0    0
   10:17.114   222161     N    0    0    0
   10:17.864   222431     N    0    0    0
   10:18.611   222700     N    0    0    0
   10:19.339   222962     N    0    0    0
   10:20.069   223225     N    0    0    0
   10:20.767   223476     N    0    0    0
   10:21.472   223730     N    0    0    0
   10:22.194   223990     N    0    0    0
   10:22.967   224268     N    0    0    0
   10:23.714   224537     N    0    0    0
   10:24.461   224806     N    0    0    0
   10:25.186   225067     N    0    0    0
   10:25.900   225324     N    0    0    0
   10:26.606   225578     N    0    0    0
   10:27.328   225838     N    0    0    0
   10:28.044   226096     N    0    0    0
   10:28.783   226362     N    0    0    0
   10:29.525   226629     N    0    0    0
   10:30.292   226905     N    0    0    0
   10:31.028   227170     N    0    0    0
   10:31.739   227426     N    0    0    0
   10:32.439   227678     N    0    0    0
   10:33.144   227932     N    0    0    0
   10:33.847   228185     N    0    0    0
   10:34.597   228455     N    0    0    0
   10:35.358   228729     N    0    0    0
   10:36.106   228998     N    0    0    0
   10:36.833   229260     N    0    0    0
   10:37.564   229523     N    0    0    0
   10:38.278   229780     N    0    0    0
   10:38.986   230035     N    0    0    0
   10:39.689   230288     N    0    0    0
   10:40.411   230548     N    0    0    0
   10:41.158   230817     N    0    0    0
   10:41.919   231091     N    0    0    0
   10:42.392   231261     V    1    0    0
   10:43.397   231623     N    0    0    0
   10:44.106   231878     N    0    0    0
   10:44.800   232128     N    0    0    0
   10:45.528   232390     N    0    0    0
   10:46.267   232656     N    0    0    0
   10:47.000   232920     N    0    0    0
   10:47.747   233189     N    0    0    0
   10:48.503   233461     N    0    0    0
   10:49.233   233724     N    0    0    0
   10:49.956   233984     N    0    0    0
   10:50.658   234237     N    0    0    0
   10:51.364   234491     N    0    0    0
   10:52.075   234747     N    0    0    0
   10:52.847   235025     N    0    0    0
   10:53.608   235299     N    0    0    0
   10:54.356   235568     N    0    0    0
   10:55.086   235831     N    0    0    0
   10:55.808   236091     N    0    0    0
   10:56.508   236343     N    0    0    0
   10:57.219   236599     N    0    0    0
   10:57.950   236862     N    0    0    0
   10:58.700   237132     N    0    0    0
   10:59.442   237399     N    0    0    0
   11:00.211   237676     N    0    0    0
   11:00.958   237945     N    0    0    0
   11:01.350   238086     V    1    0    0
   11:02.350   238446     N    0    0    0
   11:03.053   238699     N    0    0    0
   11:03.756   238952     N    0    0    0
   11:04.486   239215     N    0    0    0
   11:05.258   239493     N    0    0    0
   11:06.000   239760     N    0    0    0
   11:06.717   240018     N    0    0    0
   11:07.442   240279     N    0    0    0
   11:08.158   240537     N    0    0    0
   11:08.858   240789     N    0    0    0
   11:09.544   241036     N    0    0    0
   11:10.256   241292     N    0    0    0
   11:11.000   241560     N    0    0    0
   11:11.744   241828     N    0    0    0
   11:12.167   241980     V    1    0    0
   11:13.200   242352     N    0    0    0
   11:13.914   242609     N    0    0    0
   11:14.600   242856     N    0    0    0
   11:15.300   243108     N    0    0    0
   11:16.017   243366     N    0    0    0
   11:16.753   243631     N    0    0    0
   11:17.483   243894     N    0    0    0
   11:18.214   244157     N    0    0    0
   11:18.936   244417     N    0    0    0
   11:19.647   244673     N    0    0    0
   11:20.347   244925     N    0    0    0
   11:21.033   245172     N    0    0    0
   11:21.728   245422     N    0    0    0
   11:22.456   245684     N    0    0    0
   11:23.217   245958     N    0    0    0
   11:23.958   246225     N    0    0    0
   11:24.678   246484     N    0    0    0
   11:25.386   246739     N    0    0    0
   11:26.094   246994     N    0    0    0
   11:26.792   247245     N    0    0    0
   11:27.494   247498     N    0    0    0
   11:28.206   247754     N    0    0    0
   11:28.939   248018     N    0    0    0
   11:29.672   248282     N    0    0    0
   11:30.433   248556     N    0    0    0
   11:31.156   248816     N    0    0    0
   11:31.853   249067     N    0    0    0
   11:32.533   249312     N    0    0    0
   11:33.233   249564     N    0    0    0
   11:33.933   249816     N    0    0    0
   11:34.678   250084     N    0    0    0
   11:35.444   250360     N    0    0    0
   11:36.181   250625     N    0    0    0
   11:36.897   250883     N    0    0    0
   11:37.608   251139     N    0    0    0
   11:38.328   251398     N    0    0    0
   11:39.025   251649     N    0    0    0
   11:39.711   251896     N    0    0    0
   11:40.439   252158     N    0    0    0
   11:41.178   252424     N    0    0    0
   11:41.936   252697     N    0    0    0
   11:42.692   252969     N    0    0    0
   11:43.403   253225     N    0    0    0
   11:44.097   253475     N    0    0    0
   11:44.803   253729     N    0    0    0
   11:45.533   253992     N    0    0    0
   11:46.258   254253     N    0    0    0
   11:46.733   254424     V    1    0    0
   11:47.758   254793     N    0    0    0
   11:48.511   255064     N    0    0    0
   11:49.239   255326     N    0    0    0
   11:49.967   255588     N    0    0    0
   11:50.667   255840     N    0    0    0
   11:51.372   256094     N    0    0    0
   11:52.094   256354     N    0    0    0
   11:52.861   256630     N    0    0    0
   11:53.625   256905     N    0    0    0
   11:54.386   257179     N    0    0    0
   11:55.122   257444     N    0    0    0
   11:55.833   257700     N    0    0    0
   11:56.542   257955     N    0    0    0
   11:57.269   258217     N    0    0    0
   11:58.006   258482     N    0    0    0
   11:58.756   258752     N    0    0    0
   11:59.506   259022     N    0    0    0
   12:00.275   259299     N    0    0    0
   12:01.033   259572     N    0    0    0
   12:01.753   259831     N    0    0    0
   12:02.453   260083     N    0    0    0
   12:03.161   260338     N    0    0    0
   12:03.886   260599     N    0    0    0
   12:04.647   260873     N    0    0    0
   12:05.431   261155     N    0    0    0
   12:06.194   261430     N    0    0    0
   12:06.936   261697     N    0    0    0
   12:07.669   261961     N    0    0    0
   12:08.406   262226     N    0    0    0
   12:09.128   262486     N    0    0    0
   12:09.828   262738     N    0    0    0
   12:10.572   263006     N    0    0    0
   12:11.336   263281     N    0    0    0
   12:12.103   263557     N    0    0    0
   12:12.867   263832     N    0    0    0
   12:13.592   264093     N    0    0    0
   12:14.289   264344     N    0    0    0
   12:15.003   264601     N    0    0    0
   12:15.747   264869     N    0    0    0
   12:16.478   265132     N    0    0    0
   12:17.222   265400     N    0    0    0
   12:17.981   265673     N    0    0    0
   12:18.733   265944     N    0    0    0
   12:19.467   266208     N    0    0    0
   12:20.197   266471     N    0    0    0
   12:20.903   266725     N    0    0    0
   12:21.608   266979     N    0    0    0
   12:22.344   267244     N    0    0    0
   12:23.128   267526     N    0    0    0
   12:23.878   267796     N    0    0    0
   12:24.628   268066     N    0    0    0
   12:25.356   268328     N    0    0    0
   12:26.067   268584     N    0    0    0
   12:26.772   268838     N    0    0    0
   12:27.497   269099     N    0    0    0
   12:28.228   269362     N    0    0    0
   12:28.678   269524     V    1    0    0
   12:29.717   269898     N    0    0    0
   12:30.489   270176     N    0    0    0
   12:31.219   270439     N    0    0    0
   12:31.939   270698     N    0    0    0
   12:32.631   270947     N    0    0    0
   12:33.331   271199     N    0    0    0
   12:34.044   271456     N    0    0    0
   12:34.800   271728     N    0    0    0
   12:35.558   272001     N    0    0    0
   12:36.297   272267     N    0    0    0
   12:37.022   272528     N    0    0    0
   12:37.747   272789     N    0    0    0
   12:38.467   273048     N    0    0    0
   12:39.178   273304     N    0    0    0
   12:39.883   273558     N    0    0    0
   12:40.614   273821     N    0    0    0
   12:41.367   274092     N    0    0    0
   12:42.136   274369     N    0    0    0
   12:42.883   274638     N    0    0    0
   12:43.594   274894     N    0    0    0
   12:44.292   275145     N    0    0    0
   12:44.992   275397     N    0    0    0
   12:45.725   275661     N    0    0    0
   12:46.450   275922     N    0    0    0
   12:47.183   276186     N    0    0    0
   12:47.925   276453     N    0    0    0
   12:48.669   276721     N    0    0    0
   12:49.389   276980     N    0    0    0
   12:50.089   277232     N    0    0    0
   12:50.792   277485     N    0    0    0
   12:51.503   277741     N    0    0    0
   12:52.208   277995     N    0    0    0
   12:52.972   278270     N    0    0    0
   12:53.731   278543     N    0    0    0
   12:54.481   278813     N    0    0    0
   12:55.200   279072     N    0    0    0
   12:55.908   279327     N    0    0    0
   12:56.600   279576     N    0    0    0
   12:57.311   279832     N    0    0    0
   12:58.053   280099     N    0    0    0
   12:58.786   280363     N    0    0    0
   12:59.511   280624     N    0    0    0
   13:00.264   280895     N    0    0    0
   13:01.017   281166     N    0    0    0
   13:01.719   281419     N    0    0    0
   13:02.394   281662     N    0    0    0
   13:03.092   281913     N    0    0    0
   13:03.794   282166     N    0    0    0
   13:04.528   282430     N    0    0    0
   13:05.286   282703     N    0    0    0
   13:06.019   282967     N    0    0    0
   13:06.750   283230     N    0    0    0
   13:07.464   283487     N    0    0    0
   13:08.183   283746     N    0    0    0
   13:08.869   283993     N    0    0    0
   13:09.564   284243     N    0    0    0
   13:10.278   284500     N    0    0    0
   13:11.017   284766     N    0    0    0
   13:11.750   285030     N    0    0    0
   13:12.492   285297     N    0    0    0
   13:13.211   285556     N    0    0    0
   13:13.908   285807     N    0    0    0
   13:14.592   286053     N    0    0    0
   13:15.294   286306     N    0    0    0
   13:16.003   286561     N    0    0    0
   13:16.739   286826     N    0    0    0
   13:17.467   287088     N    0    0    0
   13:18.197   287351     N    0    0    0
   13:18.919   287611     N    0    0    0
   13:19.636   287869     N    0    0    0
   13:20.339   288122     N    0    0    0
   13:21.022   288368     N    0    0    0
   13:21.719   288619     N    0    0    0
   13:22.428   288874     N    0    0    0
   13:23.183   289146     N    0    0    0
   13:23.931   289415     N    0    0    0
   13:24.661   289678     N    0    0    0
   13:25.356   289928     N    0    0    0
   13:26.056   290180     N    0    0    0
   13:26.744   290428     N    0    0    0
   13:27.450   290682     N    0    0    0
   13:28.175   290943     N    0    0    0
   13:28.911   291208     N    0    0    0
   13:29.639   291470     N    0    0    0
   13:30.392   291741     N    0    0    0
   13:31.133   292008     N    0    0    0
   13:31.839   292262     N    0    0    0
   13:32.514   292505     N    0    0    0
   13:33.208   292755     N    0    0    0
   13:33.917   293010     N    0    0    0
   13:34.647   293273     N    0    0    0
   13:35.406   293546     N    0    0    0
   13:36.142   293811     N    0    0    0
   13:36.858   294069     N    0    0    0
   13:37.567   294324     N    0    0    0
   13:38.286   294583     N    0    0    0
   13:38.972   294830     N    0    0    0
   13:39.664   295079     N    0    0    0
   13:40.381   295337     N    0    0    0
   13:41.119   295603     N    0    0    0
   13:41.847   295865     N    0    0    0
   13:42.589   296132     N    0    0    0
   13:43.308   296391     N    0    0    0
   13:43.722   296540     V    1    0    0
   13:44.678   296884     N    0    0    0
   13:45.392   297141     N    0    0    0
   13:46.108   297399     N    0    0    0
   13:46.839   297662     N    0    0    0
   13:47.564   297923     N    0    0    0
   13:48.289   298184     N    0    0    0
   13:49.003   298441     N    0    0    0
   13:49.717   298698     N    0    0    0
   13:50.419   298951     N    0    0    0
   13:51.103   299197     N    0    0    0
   13:51.792   299445     N    0    0    0
   13:52.511   299704     N    0    0    0
   13:53.269   299977     N    0    0    0
   13:54.006   300242     N    0    0    0
   13:54.733   300504     N    0    0    0
   13:55.431   300755     N    0    0    0
   13:56.128   301006     N    0    0    0
   13:56.819   301255     N    0    0    0
   13:57.531   301511     N    0    0    0
   13:58.242   301767     N    0    0    0
   13:58.978   302032     N    0    0    0
   13:59.708   302295     N    0    0    0
   14:00.444   302560     N    0    0    0
   14:01.169   302821     N    0    0    0
   14:01.869   303073     N    0    0    0
   14:02.539   303314     N    0    0    0
   14:03.225   303561     N    0    0    0
   14:03.922   303812     N    0    0    0
   14:04.656   304076     N    0    0    0
   14:05.400   304344     N    0    0    0
   14:06.128   304606     N    0    0    0
   14:06.842   304863     N    0    0    0
   14:07.536   305113     N    0    0    0
   14:08.236   305365     N    0    0    0
   14:08.917   305610     N    0    0    0
   14:09.597   305855     N    0    0    0
   14:10.289   306104     N    0    0    0
   14:11.019   306367     N    0    0    0
   14:11.739   306626     N    0    0    0
   14:12.464   306887     N    0    0    0
